Field ID,Year,Month,Monthly_constituents,YearlyCon,Monthly_Cost,Annual_Cost
83,2014,June,2,10,62.78097141,403.710282
83,2014,June,4,10,153.0061609,403.710282
83,2014,July,4,10,153.0061609,403.710282
83,2014,July,2,10,187.9231497,403.710282
83,2014,July,2,10,187.9231497,403.710282
84,2014,May,5,20,78.14977019,563.0729215
84,2014,May,5,20,78.14977019,563.0729215
84,2014,May,5,20,78.14977019,563.0729215
84,2014,May,5,20,78.14977019,563.0729215
84,2014,June,5,20,78.14977019,563.0729215
84,2014,June,6,20,390.9615764,563.0729215
84,2014,June,6,20,390.9615764,563.0729215
84,2014,July,6,20,390.9615764,563.0729215
84,2014,July,6,20,390.9615764,563.0729215
84,2014,July,1,20,93.96157486,563.0729215
85,2014,May,3,13,65.95921065,227.9776919
85,2014,May,3,13,65.95921065,227.9776919
85,2014,June,3,13,65.95921065,227.9776919
85,2014,June,4,13,153.0061609,227.9776919
85,2014,July,4,13,153.0061609,227.9776919
85,2014,July,1,13,9.012320293,227.9776919
86,2014,May,3,16,65.95921065,406.8885213
86,2014,May,3,16,65.95921065,406.8885213
86,2014,June,3,16,65.95921065,406.8885213
86,2014,June,4,16,153.0061609,406.8885213
86,2014,July,4,16,153.0061609,406.8885213
86,2014,July,2,16,187.9231497,406.8885213
86,2014,July,2,16,187.9231497,406.8885213
87,2014,May,3,6,69.1374499,307.0928654
87,2014,May,3,6,69.1374499,307.0928654
87,2014,June,3,6,69.1374499,307.0928654
87,2014,June,1,6,143.9938406,307.0928654
87,2014,July,1,6,93.96157486,307.0928654
88,2014,May,3,14,69.1374499,410.0667605
88,2014,May,3,14,69.1374499,410.0667605
88,2014,June,3,14,69.1374499,410.0667605
88,2014,June,6,14,153.0061609,410.0667605
88,2014,June,6,14,153.0061609,410.0667605
88,2014,July,2,14,187.9231497,410.0667605
88,2014,July,2,14,187.9231497,410.0667605
89,2014,May,3,16,65.95921065,644.3378296
89,2014,May,3,16,65.95921065,644.3378296
89,2014,June,3,16,65.95921065,644.3378296
89,2014,June,3,16,143.9938406,644.3378296
89,2014,July,3,16,434.3847783,644.3378296
89,2014,July,3,16,434.3847783,644.3378296
89,2014,August,3,16,434.3847783,644.3378296
90,2014,May,3,13,65.95921065,747.3117247
90,2014,May,3,13,65.95921065,747.3117247
90,2014,June,3,13,65.95921065,747.3117247
90,2014,June,5,13,246.9677358,747.3117247
90,2014,June,5,13,246.9677358,747.3117247
90,2014,June,5,13,246.9677358,747.3117247
90,2014,July,3,13,434.3847783,747.3117247
90,2014,July,3,13,434.3847783,747.3117247
90,2014,August,3,13,434.3847783,747.3117247
91,2014,May,3,11,65.95921065,500.8500962
91,2014,May,3,11,65.95921065,500.8500962
91,2014,June,3,11,65.95921065,500.8500962
91,2014,June,3,11,153.0061609,500.8500962
91,2014,July,3,11,153.0061609,500.8500962
91,2014,July,3,11,281.8847246,500.8500962
91,2014,July,3,11,281.8847246,500.8500962
91,2014,July,3,11,281.8847246,500.8500962
92,2014,May,3,11,65.95921065,406.8885213
92,2014,May,3,11,65.95921065,406.8885213
92,2014,June,3,11,65.95921065,406.8885213
92,2014,June,3,11,153.0061609,406.8885213
92,2014,July,3,11,153.0061609,406.8885213
92,2014,July,2,11,187.9231497,406.8885213
92,2014,July,2,11,187.9231497,406.8885213
93,2014,May,3,10,65.95921065,218.9653716
93,2014,May,3,10,65.95921065,218.9653716
93,2014,June,3,10,65.95921065,218.9653716
93,2014,June,2,10,143.9938406,218.9653716
93,2014,July,1,10,9.012320293,218.9653716
95,2014,April,1,13,3.178239246,393.2230045
95,2014,May,5,13,192.3507942,393.2230045
95,2014,May,5,13,192.3507942,393.2230045
95,2014,May,5,13,192.3507942,393.2230045
95,2014,June,5,13,192.3507942,393.2230045
95,2014,June,5,13,192.3507942,393.2230045
95,2014,July,4,13,197.693971,393.2230045
95,2014,July,4,13,197.693971,393.2230045
95,2014,August,4,13,197.693971,393.2230045
96,2014,May,2,13,3.178239246,404.8911666
96,2014,May,5,13,204.0189563,404.8911666
96,2014,May,5,13,204.0189563,404.8911666
96,2014,June,5,13,204.0189563,404.8911666
96,2014,June,5,13,204.0189563,404.8911666
96,2014,July,3,13,197.693971,404.8911666
96,2014,July,3,13,197.693971,404.8911666
96,2014,August,3,13,197.693971,404.8911666
97,2014,April,1,13,6.356478492,264.9944838
97,2014,May,6,13,60.94403434,264.9944838
97,2014,May,6,13,60.94403434,264.9944838
97,2014,May,6,13,60.94403434,264.9944838
97,2014,June,6,13,60.94403434,264.9944838
97,2014,June,6,13,60.94403434,264.9944838
97,2014,July,4,13,197.693971,264.9944838
97,2014,July,4,13,197.693971,264.9944838
97,2014,August,4,13,197.693971,264.9944838
98,2014,April,1,13,3.178239246,405.8100852
98,2014,May,4,13,40.27231531,405.8100852
98,2014,May,4,13,40.27231531,405.8100852
98,2014,May,4,13,40.27231531,405.8100852
98,2014,June,4,13,40.27231531,405.8100852
98,2014,June,2,13,164.6655597,405.8100852
98,2014,June,2,13,164.6655597,405.8100852
98,2014,July,4,13,197.693971,405.8100852
98,2014,July,4,13,197.693971,405.8100852
98,2014,August,4,13,197.693971,405.8100852
99,2014,April,3,12,3.178239246,261.8162446
99,2014,May,5,12,60.94403434,261.8162446
99,2014,May,5,12,60.94403434,261.8162446
99,2014,May,5,12,60.94403434,261.8162446
99,2014,June,5,12,60.94403434,261.8162446
99,2014,June,5,12,60.94403434,261.8162446
99,2014,July,4,12,197.693971,261.8162446
99,2014,July,4,12,197.693971,261.8162446
99,2014,August,4,12,197.693971,261.8162446
100,2014,May,3,18,3.178239246,588.5002855
100,2014,May,5,18,58.29695589,588.5002855
100,2014,May,5,18,58.29695589,588.5002855
100,2014,May,5,18,58.29695589,588.5002855
100,2014,June,5,18,58.29695589,588.5002855
100,2014,June,5,18,329.3311193,588.5002855
100,2014,June,5,18,329.3311193,588.5002855
100,2014,July,5,18,329.3311193,588.5002855
100,2014,July,5,18,329.3311193,588.5002855
100,2014,July,3,18,197.693971,588.5002855
100,2014,July,3,18,197.693971,588.5002855
100,2014,August,3,18,197.693971,588.5002855
101,2014,May,3,20,3.178239246,740.5787644
101,2014,May,6,20,210.3754348,740.5787644
101,2014,May,6,20,210.3754348,740.5787644
101,2014,May,6,20,210.3754348,740.5787644
101,2014,June,6,20,210.3754348,740.5787644
101,2014,June,6,20,210.3754348,740.5787644
101,2014,June,6,20,329.3311193,740.5787644
101,2014,June,6,20,329.3311193,740.5787644
101,2014,July,6,20,329.3311193,740.5787644
101,2014,July,6,20,329.3311193,740.5787644
101,2014,July,3,20,197.693971,740.5787644
101,2014,July,3,20,197.693971,740.5787644
101,2014,August,3,20,197.693971,740.5787644
102,2014,May,3,20,3.178239246,740.5787644
102,2014,May,6,20,210.3754348,740.5787644
102,2014,May,6,20,210.3754348,740.5787644
102,2014,May,6,20,210.3754348,740.5787644
102,2014,June,6,20,210.3754348,740.5787644
102,2014,June,6,20,210.3754348,740.5787644
102,2014,June,6,20,329.3311193,740.5787644
102,2014,June,6,20,329.3311193,740.5787644
102,2014,July,6,20,329.3311193,740.5787644
102,2014,July,6,20,329.3311193,740.5787644
102,2014,July,3,20,197.693971,740.5787644
102,2014,July,3,20,197.693971,740.5787644
102,2014,August,3,20,197.693971,740.5787644
103,2014,April,3,15,3.178239246,570.4756449
103,2014,May,4,15,40.27231531,570.4756449
103,2014,May,4,15,40.27231531,570.4756449
103,2014,May,4,15,40.27231531,570.4756449
103,2014,June,4,15,40.27231531,570.4756449
103,2014,June,4,15,329.3311193,570.4756449
103,2014,June,4,15,329.3311193,570.4756449
103,2014,June,4,15,329.3311193,570.4756449
103,2014,June,4,15,329.3311193,570.4756449
103,2014,July,4,15,197.693971,570.4756449
103,2014,July,4,15,197.693971,570.4756449
103,2014,August,4,15,197.693971,570.4756449
104,2014,May,3,19,3.178239246,570.4756449
104,2014,May,5,19,40.27231531,570.4756449
104,2014,May,5,19,40.27231531,570.4756449
104,2014,May,5,19,40.27231531,570.4756449
104,2014,June,5,19,40.27231531,570.4756449
104,2014,June,6,19,329.3311193,570.4756449
104,2014,June,6,19,329.3311193,570.4756449
104,2014,June,6,19,329.3311193,570.4756449
104,2014,June,6,19,329.3311193,570.4756449
104,2014,July,3,19,197.693971,570.4756449
104,2014,July,3,19,197.693971,570.4756449
104,2014,August,3,19,197.693971,570.4756449
105,2014,May,1,9,6.356478492,200.4894405
105,2014,May,3,9,48.76223815,200.4894405
105,2014,May,3,9,48.76223815,200.4894405
105,2014,May,3,9,48.76223815,200.4894405
105,2014,June,3,9,18.147934,200.4894405
105,2014,June,3,9,18.147934,200.4894405
105,2014,July,2,9,127.2227899,200.4894405
105,2014,July,2,9,127.2227899,200.4894405
106,2014,April,1,13,3.178239246,393.2230045
106,2014,May,5,13,192.3507942,393.2230045
106,2014,May,5,13,192.3507942,393.2230045
106,2014,May,5,13,192.3507942,393.2230045
106,2014,June,5,13,192.3507942,393.2230045
106,2014,June,5,13,192.3507942,393.2230045
106,2014,July,4,13,197.693971,393.2230045
106,2014,July,4,13,197.693971,393.2230045
106,2014,August,4,13,197.693971,393.2230045
107,2014,April,2,14,68.77698968,498.6409669
107,2014,April,2,14,68.77698968,498.6409669
107,2014,April,1,14,3.178239246,498.6409669
107,2014,May,4,14,58.29695589,498.6409669
107,2014,May,4,14,58.29695589,498.6409669
107,2014,May,4,14,58.29695589,498.6409669
107,2014,June,4,14,58.29695589,498.6409669
107,2014,June,3,14,170.694811,498.6409669
107,2014,June,3,14,170.694811,498.6409669
107,2014,June,3,14,170.694811,498.6409669
107,2014,July,4,14,197.693971,498.6409669
107,2014,July,4,14,197.693971,498.6409669
107,2014,August,4,14,197.693971,498.6409669
108,2014,May,3,24,3.178239246,1014.380015
108,2014,May,8,24,201.885512,1014.380015
108,2014,May,8,24,201.885512,1014.380015
108,2014,May,8,24,201.885512,1014.380015
108,2014,June,8,24,201.885512,1014.380015
108,2014,June,8,24,201.885512,1014.380015
108,2014,June,8,24,201.885512,1014.380015
108,2014,June,8,24,611.6222929,1014.380015
108,2014,June,8,24,611.6222929,1014.380015
108,2014,June,8,24,611.6222929,1014.380015
108,2014,June,8,24,611.6222929,1014.380015
108,2014,July,8,24,611.6222929,1014.380015
108,2014,July,8,24,611.6222929,1014.380015
108,2014,July,3,24,197.693971,1014.380015
108,2014,July,3,24,197.693971,1014.380015
108,2014,August,3,24,197.693971,1014.380015
1,2015,May,2,7,133.5335116,500.424066
1,2015,May,2,7,133.5335116,500.424066
1,2015,June,1,7,70.47118114,500.424066
1,2015,July,2,7,296.4193733,500.424066
1,2015,July,2,7,296.4193733,500.424066
2,2015,May,2,7,133.5335116,500.424066
2,2015,May,2,7,133.5335116,500.424066
2,2015,June,1,7,70.47118114,500.424066
2,2015,July,2,7,296.4193733,500.424066
2,2015,July,2,7,296.4193733,500.424066
3,2015,May,2,7,133.5335116,500.424066
3,2015,May,2,7,133.5335116,500.424066
3,2015,June,1,7,70.47118114,500.424066
3,2015,July,2,7,296.4193733,500.424066
3,2015,July,2,7,296.4193733,500.424066
4,2015,May,2,7,133.5335116,500.424066
4,2015,May,2,7,133.5335116,500.424066
4,2015,June,1,7,70.47118114,500.424066
4,2015,July,2,7,296.4193733,500.424066
4,2015,July,2,7,296.4193733,500.424066
5,2015,May,2,7,133.5335116,500.424066
5,2015,May,2,7,133.5335116,500.424066
5,2015,June,1,7,70.47118114,500.424066
5,2015,July,2,7,296.4193733,500.424066
5,2015,July,2,7,296.4193733,500.424066
6,2015,May,2,7,133.5335116,500.424066
6,2015,May,2,7,133.5335116,500.424066
6,2015,June,1,7,70.47118114,500.424066
6,2015,July,2,7,296.4193733,500.424066
6,2015,July,2,7,296.4193733,500.424066
7,2015,May,2,7,133.5335116,500.424066
7,2015,May,2,7,133.5335116,500.424066
7,2015,June,1,7,70.47118114,500.424066
7,2015,July,2,7,296.4193733,500.424066
7,2015,July,2,7,296.4193733,500.424066
8,2015,May,2,8,133.5335116,500.424066
8,2015,May,2,8,133.5335116,500.424066
8,2015,June,1,8,70.47118114,500.424066
8,2015,July,2,8,296.4193733,500.424066
8,2015,July,2,8,296.4193733,500.424066
9,2015,May,2,8,133.5335116,500.424066
9,2015,May,2,8,133.5335116,500.424066
9,2015,June,1,8,70.47118114,500.424066
9,2015,July,2,8,296.4193733,500.424066
9,2015,July,2,8,296.4193733,500.424066
10,2015,May,2,8,133.5335116,500.424066
10,2015,May,2,8,133.5335116,500.424066
10,2015,June,1,8,70.47118114,500.424066
10,2015,July,2,8,296.4193733,500.424066
10,2015,July,2,8,296.4193733,500.424066
11,2015,May,2,8,133.5335116,500.424066
11,2015,May,2,8,133.5335116,500.424066
11,2015,June,1,8,70.47118114,500.424066
11,2015,July,2,8,296.4193733,500.424066
11,2015,July,2,8,296.4193733,500.424066
12,2015,May,2,8,133.5335116,500.424066
12,2015,May,2,8,133.5335116,500.424066
12,2015,June,1,8,70.47118114,500.424066
12,2015,July,2,8,296.4193733,500.424066
12,2015,July,2,8,296.4193733,500.424066
13,2015,May,2,8,133.5335116,500.424066
13,2015,May,2,8,133.5335116,500.424066
13,2015,June,1,8,70.47118114,500.424066
13,2015,July,2,8,296.4193733,500.424066
13,2015,July,2,8,296.4193733,500.424066
14,2015,May,2,7,133.5335116,500.424066
14,2015,May,2,7,133.5335116,500.424066
14,2015,June,1,7,70.47118114,500.424066
14,2015,July,2,7,296.4193733,500.424066
14,2015,July,2,7,296.4193733,500.424066
15,2015,May,2,7,133.5335116,500.424066
15,2015,May,2,7,133.5335116,500.424066
15,2015,June,1,7,70.47118114,500.424066
15,2015,July,2,7,296.4193733,500.424066
15,2015,July,2,7,296.4193733,500.424066
16,2015,May,2,7,133.5335116,500.424066
16,2015,May,2,7,133.5335116,500.424066
16,2015,June,1,7,70.47118114,500.424066
16,2015,July,2,7,296.4193733,500.424066
16,2015,July,2,7,296.4193733,500.424066
17,2015,May,2,7,133.5335116,500.424066
17,2015,May,2,7,133.5335116,500.424066
17,2015,June,1,7,70.47118114,500.424066
17,2015,July,2,7,296.4193733,500.424066
17,2015,July,2,7,296.4193733,500.424066
18,2015,May,2,7,133.5335116,500.424066
18,2015,May,2,7,133.5335116,500.424066
18,2015,June,1,7,70.47118114,500.424066
18,2015,July,2,7,296.4193733,500.424066
18,2015,July,2,7,296.4193733,500.424066
19,2015,May,2,7,133.5335116,500.424066
19,2015,May,2,7,133.5335116,500.424066
19,2015,June,1,7,70.47118114,500.424066
19,2015,July,2,7,296.4193733,500.424066
19,2015,July,2,7,296.4193733,500.424066
20,2015,May,2,7,133.5335116,500.424066
20,2015,May,2,7,133.5335116,500.424066
20,2015,June,1,7,70.47118114,500.424066
20,2015,July,2,7,296.4193733,500.424066
20,2015,July,2,7,296.4193733,500.424066
21,2015,March,2,5,44.66249743,152.8103409
21,2015,March,2,5,44.66249743,152.8103409
21,2015,May,1,5,36.04928117,152.8103409
21,2015,June,1,5,36.04928117,152.8103409
21,2015,July,1,5,36.04928117,152.8103409
22,2015,March,2,10,26.63785685,539.9247255
22,2015,March,2,10,26.63785685,539.9247255
22,2015,April,2,10,72.09856234,539.9247255
22,2015,April,2,10,72.09856234,539.9247255
22,2015,May,2,10,72.09856234,539.9247255
22,2015,May,2,10,72.09856234,539.9247255
22,2015,June,2,10,167.5908669,539.9247255
22,2015,June,2,10,167.5908669,539.9247255
22,2015,July,2,10,201.4988771,539.9247255
22,2015,July,2,10,201.4988771,539.9247255
23,2015,March,2,10,48.96910556,599.2147682
23,2015,March,2,10,48.96910556,599.2147682
23,2015,April,2,10,72.09856234,599.2147682
23,2015,April,2,10,72.09856234,599.2147682
23,2015,May,1,10,36.04928117,599.2147682
23,2015,June,2,10,211.2419545,599.2147682
23,2015,June,2,10,211.2419545,599.2147682
23,2015,July,1,10,230.8558646,599.2147682
24,2015,April,1,6,36.04928117,342.3716547
24,2015,May,1,6,36.04928117,342.3716547
24,2015,June,1,6,94.09513945,342.3716547
24,2015,July,2,6,176.1779529,342.3716547
24,2015,August,2,6,176.1779529,342.3716547
25,2015,April,1,6,36.04928117,342.3716547
25,2015,May,1,6,36.04928117,342.3716547
25,2015,June,1,6,94.09513945,342.3716547
25,2015,July,2,6,176.1779529,342.3716547
25,2015,August,2,6,176.1779529,342.3716547
26,2015,March,2,5,40.3558893,184.095108
26,2015,March,2,5,40.3558893,184.095108
26,2015,April,2,5,63.08624205,184.095108
26,2015,April,2,5,63.08624205,184.095108
26,2015,June,1,5,80.65297667,184.095108
27,2015,April,2,3,72.09856234,179.6358646
27,2015,April,2,3,72.09856234,179.6358646
27,2015,June,1,3,107.5373022,179.6358646
28,2015,May,2,7,103.2600951,570.307844
28,2015,May,2,7,103.2600951,570.307844
28,2015,June,2,7,70.50737987,570.307844
28,2015,July,3,7,396.5403691,570.307844
28,2015,July,3,7,396.5403691,570.307844
28,2015,August,3,7,396.5403691,570.307844
29,2015,April,3,10,72.09856234,612.7690768
29,2015,May,3,10,72.09856234,612.7690768
29,2015,May,1,10,80.65297667,612.7690768
29,2015,June,4,10,157.4387436,612.7690768
29,2015,June,4,10,157.4387436,612.7690768
29,2015,June,4,10,157.4387436,612.7690768
29,2015,June,4,10,157.4387436,612.7690768
29,2015,July,2,10,302.5787942,612.7690768
29,2015,July,2,10,302.5787942,612.7690768
30,2015,March,3,7,44.66249743,414.8277383
30,2015,March,3,7,44.66249743,414.8277383
30,2015,April,2,7,72.09856234,414.8277383
30,2015,May,2,7,72.09856234,414.8277383
30,2015,May,1,7,67.21081389,414.8277383
30,2015,June,1,7,230.8558646,414.8277383
31,2015,March,3,7,44.66249743,414.8277383
31,2015,March,3,7,44.66249743,414.8277383
31,2015,April,2,7,72.09856234,414.8277383
31,2015,May,2,7,72.09856234,414.8277383
31,2015,May,1,7,67.21081389,414.8277383
31,2015,June,1,7,230.8558646,414.8277383
32,2015,March,3,7,44.66249743,414.8277383
32,2015,March,3,7,44.66249743,414.8277383
32,2015,April,2,7,72.09856234,414.8277383
32,2015,May,2,7,72.09856234,414.8277383
32,2015,May,1,7,67.21081389,414.8277383
32,2015,June,1,7,230.8558646,414.8277383
33,2015,March,2,5,18.02464059,254.7508503
33,2015,May,1,5,53.76865112,254.7508503
33,2015,June,1,5,36.04928117,254.7508503
33,2015,July,1,5,146.9082775,254.7508503
34,2015,March,2,6,18.02464059,272.7754909
34,2015,May,2,6,71.7932917,272.7754909
34,2015,May,2,6,71.7932917,272.7754909
34,2015,June,1,6,36.04928117,272.7754909
34,2015,July,1,6,146.9082775,272.7754909
35,2015,March,2,6,18.02464059,272.7754909
35,2015,May,2,6,71.7932917,272.7754909
35,2015,May,2,6,71.7932917,272.7754909
35,2015,June,1,6,36.04928117,272.7754909
35,2015,July,1,6,146.9082775,272.7754909
36,2015,March,2,6,18.02464059,272.7754909
36,2015,May,2,6,71.7932917,272.7754909
36,2015,May,2,6,71.7932917,272.7754909
36,2015,June,1,6,36.04928117,272.7754909
36,2015,July,1,6,146.9082775,272.7754909
37,2015,April,2,8,3.178239246,182.5706301
37,2015,May,1,8,3.178239246,182.5706301
37,2015,July,3,8,176.2141516,182.5706301
37,2015,August,3,8,176.2141516,182.5706301
38,2015,April,2,8,3.178239246,182.5706301
38,2015,May,1,8,3.178239246,182.5706301
38,2015,July,3,8,176.2141516,182.5706301
38,2015,August,3,8,176.2141516,182.5706301
39,2015,May,2,6,73.64942039,126.5299553
39,2015,June,2,6,73.64942039,126.5299553
39,2015,July,2,6,52.8805349,126.5299553
40,2015,May,1,8,3.178239246,141.4533914
40,2015,June,2,8,3.178239246,141.4533914
40,2015,July,3,8,135.0969129,141.4533914
40,2015,July,3,8,135.0969129,141.4533914
41,2015,May,1,8,3.178239246,120.8947721
41,2015,June,3,8,47.24535166,120.8947721
41,2015,June,3,8,47.24535166,120.8947721
41,2015,July,2,8,70.47118114,120.8947721
42,2015,May,1,8,3.178239246,120.8947721
42,2015,June,3,8,47.24535166,120.8947721
42,2015,June,3,8,47.24535166,120.8947721
42,2015,July,2,8,70.47118114,120.8947721
43,2015,April,2,8,3.178239246,185.5205038
43,2015,May,1,8,3.178239246,185.5205038
43,2015,June,1,8,35.25368993,185.5205038
43,2015,July,3,8,143.9103354,185.5205038
43,2015,July,3,8,143.9103354,185.5205038
44,2015,April,2,8,3.178239246,182.5706301
44,2015,May,1,8,3.178239246,182.5706301
44,2015,July,3,8,176.2141516,182.5706301
44,2015,August,3,8,176.2141516,182.5706301
45,2015,May,2,6,73.64942039,126.5299553
45,2015,June,2,6,73.64942039,126.5299553
45,2015,July,2,6,52.8805349,126.5299553
46,2015,May,2,6,73.64942039,126.5299553
46,2015,June,2,6,73.64942039,126.5299553
46,2015,July,2,6,52.8805349,126.5299553
47,2015,May,2,7,3.178239246,117.7165328
47,2015,July,3,7,114.5382936,117.7165328
47,2015,July,3,7,114.5382936,117.7165328
49,2015,April,1,5,18.02464059,137.1272543
49,2015,May,2,5,22.79199945,137.1272543
49,2015,May,2,5,22.79199945,137.1272543
49,2015,July,1,5,96.31061423,137.1272543
50,2015,April,1,4,18.02464059,137.1272543
50,2015,May,2,4,22.79199945,137.1272543
50,2015,May,2,4,22.79199945,137.1272543
50,2015,July,1,4,96.31061423,137.1272543
51,2015,April,1,5,18.02464059,137.1272543
51,2015,May,2,5,22.79199945,137.1272543
51,2015,May,2,5,22.79199945,137.1272543
51,2015,July,1,5,96.31061423,137.1272543
52,2015,April,1,2,18.02464059,36.04928117
52,2015,May,1,2,18.02464059,36.04928117
53,2015,May,3,5,27.55935832,27.55935832
53,2015,May,3,5,27.55935832,27.55935832
53,2015,May,3,5,27.55935832,27.55935832
54,2015,May,1,1,18.02464059,18.02464059
55,2015,May,3,8,58.04568939,388.79704
55,2015,May,3,8,58.04568939,388.79704
55,2015,May,3,8,58.04568939,388.79704
55,2015,June,4,8,234.4407363,388.79704
55,2015,June,4,8,234.4407363,388.79704
55,2015,June,4,8,234.4407363,388.79704
55,2015,June,4,8,234.4407363,388.79704
55,2015,July,1,8,96.31061423,388.79704
56,2015,May,4,9,74.92759326,405.6789438
56,2015,May,4,9,74.92759326,405.6789438
56,2015,May,4,9,74.92759326,405.6789438
56,2015,May,4,9,74.92759326,405.6789438
56,2015,June,4,9,234.4407363,405.6789438
56,2015,June,4,9,234.4407363,405.6789438
56,2015,June,4,9,234.4407363,405.6789438
56,2015,June,4,9,234.4407363,405.6789438
56,2015,July,1,9,96.31061423,405.6789438
57,2015,May,4,10,92.95223385,520.0141986
57,2015,May,4,10,92.95223385,520.0141986
57,2015,May,4,10,92.95223385,520.0141986
57,2015,May,4,10,92.95223385,520.0141986
57,2015,June,4,10,234.4407363,520.0141986
57,2015,June,4,10,234.4407363,520.0141986
57,2015,June,4,10,234.4407363,520.0141986
57,2015,June,4,10,234.4407363,520.0141986
57,2015,July,2,10,192.6212285,520.0141986
57,2015,July,2,10,192.6212285,520.0141986
58,2015,May,4,9,74.92759326,405.6789438
58,2015,May,4,9,74.92759326,405.6789438
58,2015,May,4,9,74.92759326,405.6789438
58,2015,May,4,9,74.92759326,405.6789438
58,2015,June,4,9,234.4407363,405.6789438
58,2015,June,4,9,234.4407363,405.6789438
58,2015,June,4,9,234.4407363,405.6789438
58,2015,June,4,9,234.4407363,405.6789438
58,2015,July,1,9,96.31061423,405.6789438
59,2015,April,2,5,36.04928117,155.1518949
59,2015,April,2,5,36.04928117,155.1518949
59,2015,May,2,5,22.79199945,155.1518949
59,2015,May,2,5,22.79199945,155.1518949
59,2015,July,1,5,96.31061423,155.1518949
60,2015,June,3,7,147.8408467,241.8024216
60,2015,June,3,7,147.8408467,241.8024216
60,2015,June,3,7,147.8408467,241.8024216
60,2015,July,1,7,93.96157486,241.8024216
61,2015,June,3,7,147.8408467,241.8024216
61,2015,June,3,7,147.8408467,241.8024216
61,2015,June,3,7,147.8408467,241.8024216
61,2015,July,1,7,93.96157486,241.8024216
62,2015,June,3,7,147.8408467,241.8024216
62,2015,June,3,7,147.8408467,241.8024216
62,2015,June,3,7,147.8408467,241.8024216
62,2015,July,1,7,93.96157486,241.8024216
63,2015,June,3,7,147.8408467,241.8024216
63,2015,June,3,7,147.8408467,241.8024216
63,2015,June,3,7,147.8408467,241.8024216
63,2015,July,1,7,93.96157486,241.8024216
64,2015,June,3,6,87.00945517,261.6240067
64,2015,June,3,6,87.00945517,261.6240067
64,2015,July,2,6,174.6145515,261.6240067
64,2015,August,2,6,174.6145515,261.6240067
65,2015,June,2,7,87.00945517,261.6240067
65,2015,June,2,7,87.00945517,261.6240067
65,2015,July,2,7,174.6145515,261.6240067
65,2015,August,2,7,174.6145515,261.6240067
66,2015,June,3,4,87.00945517,87.00945517
66,2015,June,3,4,87.00945517,87.00945517
67,2015,June,2,7,87.00945517,261.6240067
67,2015,June,2,7,87.00945517,261.6240067
67,2015,July,2,7,174.6145515,261.6240067
67,2015,August,2,7,174.6145515,261.6240067
68,2015,June,2,3,87.00945517,87.00945517
68,2015,June,2,3,87.00945517,87.00945517
69,2015,June,4,6,147.8408467,241.8024216
69,2015,June,4,6,147.8408467,241.8024216
69,2015,June,4,6,147.8408467,241.8024216
69,2015,July,1,6,93.96157486,241.8024216
70,2015,June,4,5,147.8408467,147.8408467
70,2015,June,4,5,147.8408467,147.8408467
70,2015,June,4,5,147.8408467,147.8408467
71,2015,May,2,8,69.65984735,119.1967926
71,2015,May,2,8,69.65984735,119.1967926
71,2015,June,1,8,49.53694522,119.1967926
72,2015,May,2,5,69.65984735,213.1583674
72,2015,May,2,5,69.65984735,213.1583674
72,2015,June,1,5,49.53694522,213.1583674
72,2015,July,1,5,93.96157486,213.1583674
73,2015,May,2,5,69.65984735,213.1583674
73,2015,May,2,5,69.65984735,213.1583674
73,2015,June,1,5,49.53694522,213.1583674
73,2015,July,1,5,93.96157486,213.1583674
74,2015,May,2,5,69.65984735,119.1967926
74,2015,May,2,5,69.65984735,119.1967926
74,2015,June,1,5,49.53694522,119.1967926
75,2015,March,4,9,72.09856234,339.9061906
75,2015,April,4,9,72.09856234,339.9061906
75,2015,May,2,9,69.65984735,339.9061906
75,2015,May,2,9,69.65984735,339.9061906
75,2015,June,1,9,49.53694522,339.9061906
75,2015,July,2,9,148.6108357,339.9061906
75,2015,July,2,9,148.6108357,339.9061906
76,2015,May,1,7,53.76865112,262.6953127
76,2015,June,2,7,65.42814145,262.6953127
76,2015,June,2,7,65.42814145,262.6953127
76,2015,July,2,7,143.4985201,262.6953127
76,2015,July,2,7,143.4985201,262.6953127
77,2015,May,2,6,69.65984735,213.1583674
77,2015,May,2,6,69.65984735,213.1583674
77,2015,June,2,6,49.53694522,213.1583674
77,2015,July,1,6,93.96157486,213.1583674
78,2015,May,2,9,69.65984735,312.2322579
78,2015,May,2,9,69.65984735,312.2322579
78,2015,June,2,9,49.53694522,312.2322579
78,2015,July,2,9,193.0354653,312.2322579
78,2015,July,2,9,193.0354653,312.2322579
79,2015,May,1,7,15.89119623,253.3512912
79,2015,June,2,7,49.53694522,253.3512912
79,2015,July,2,7,187.9231497,253.3512912
79,2015,July,2,7,187.9231497,253.3512912
80,2015,March,1,10,36.04928117,339.9061906
80,2015,March,4,10,36.04928117,339.9061906
80,2015,May,2,10,69.65984735,339.9061906
80,2015,May,2,10,69.65984735,339.9061906
80,2015,June,1,10,49.53694522,339.9061906
80,2015,July,2,10,148.6108357,339.9061906
80,2015,July,2,10,148.6108357,339.9061906
81,2015,March,1,11,36.04928117,303.8569094
81,2015,May,2,11,69.65984735,303.8569094
81,2015,May,2,11,69.65984735,303.8569094
81,2015,June,1,11,49.53694522,303.8569094
81,2015,July,2,11,148.6108357,303.8569094
81,2015,July,2,11,148.6108357,303.8569094
82,2015,May,2,7,69.65984735,312.2322579
