Year,Field.ID,Grower,Quadrant,Mildew_Apr,Mildew_May,Mildew_Jun,Mildew_Jul,Mildew_Apr_Dummy,Mildew_May_Dummy,Mildew_Jun_Dummy,Mildew_Jul_Dummy,Mildew.Incidence,Mildew.Incidence_Dummy,Susceptibility to V6 strains,Susceptibility to nonV6 strains,Initial strain,Pruning thoroughness,FlagShoot.Incidence,FlagShoot.Incidence_Dummy,YearlyCon,YearlyTCost,Grower_1,Grower_2,Grower_3,Grower_4,Grower_5,Grower_6,Grower_7,Grower_8,Grower_9,YearDummy_2014,YearDummy_2015,YearDummy_2016,YearDummy_2017,NE,NW,SW,SE,Direction_Ordinal,Grower_Ordinal,Prediction,ATE
2015,27,2,NE,0,0,0.33,0.02,0,0,1,1,0.0875,1,3,3,0,4,0,0,3,29.41914063,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,16.67292,16.41350007
2015,28,2,NE,0.005,0,0.37,1,1,0,1,1,0.34375,1,5,0,2,5,0.00875,1,6,93.39987148,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,14.01269,17.3467534
2015,29,2,NE,0,0,0.98,0.59,0,0,1,1,0.3925,1,4,0,2,2,0,0,5,56.07053958,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,14.80681,15.50756846
2015,30,2,NE,0,0,0.3,0.9,0,0,1,1,0.3,1,4,4,0,4,0,0,10,88.42399855,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,16.05898,16.06950831
2015,31,2,NE,0,0,0.22,1,0,0,1,1,0.305,1,3,3,0,5,0,0,3,29.41914063,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,15.24878,16.46358456
2015,32,2,NE,0,0,0.17,0.03,0,0,1,1,0.05,1,4,4,0,4,0,0,10,88.42399855,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,16.89131,16.61072219
2015,33,3,SW,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,4,41.72079506,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,16.64302,16.85724088
2015,34,3,SW,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,5,44.67270802,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,16.77802,16.85724088
2015,35,3,SW,0,0,0,0.01,0,0,0,1,0.0025,1,1,1,0,5,0,0,5,44.67270802,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,17.72479,17.50608082
2015,36,3,SW,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,5,44.67270802,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,15.61839,16.85724088
2015,37,4,NW,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,4,29.89977003,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,15.8603,15.7451893
2015,38,4,NW,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,4,29.89977003,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,16.46561,15.76504445
2015,39,4,NW,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,3,20.7219341,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,15.85405,16.24125245
2015,40,4,NW,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,4,23.16595978,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,16.63026,15.86938235
2015,41,4,NW,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,4,19.79905465,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,15.39432,15.86938235
2015,42,4,NW,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,19.79905465,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,16.05566,16.39131484
2015,43,4,NW,0,0,0.01,0,0,0,1,0,0.0025,1,3,3,1,3,0,0,5,30.3828,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,17.73282,16.53648137
2015,44,4,NW,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,4,29.89977003,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,15.16182,15.7451893
2015,45,4,NW,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,3,20.7219341,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,16.41169,16.24125245
2015,46,4,NW,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,3,20.7219341,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,17.0148,16.24125245
2015,47,4,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,19.27855131,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,15.95071,16.37077579
2015,49,5,NE,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,4,22.45746409,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,5,18.37526,17.24410812
2015,50,5,NE,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,4,22.45746409,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,5,18.20303,17.24410812
2015,51,5,NE,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,4,22.45746409,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,5,16.07225,16.38855287
2015,52,5,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,5.903825914,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,5,16.31598,16.86706229
2015,55,5,NE,0,0,0.01,0,0,0,1,0,0.0025,1,4,0,2,3,0,0,8,63.67367018,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,5,16.04911,15.77637108
2015,56,5,NE,0,0,0.01,0.02,0,0,1,1,0.0075,1,4,0,2,3,0,0,8,63.67367018,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,5,15.74018,15.77637108
2015,57,5,NE,0,0,0.61,0.02,0,0,1,1,0.1575,1,4,0,2,2,0,0,8,63.67367018,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,5,17.26116,15.27721736
2015,58,5,NE,0,0,0.71,0.09,0,0,1,1,0.2,1,4,0,2,3,0,0,8,63.67367018,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,5,16.56231,16.22350334
2015,59,5,NE,0,0,0,0.01,0,0,0,1,0.0025,1,3,3,2,5,0,0,5,25.40937704,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,5,16.5146,16.70263367
2015,60,6,NW,0,0,0.16,0.11,0,0,1,1,0.0675,1,5,0,2,2,0,0,4,39.60021826,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,6,15.41205,15.68287652
2015,61,6,NW,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,4,39.60021826,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,6,15.96594,15.7451893
2015,62,6,NW,0,0,0.24,0.04,0,0,1,1,0.07,1,4,4,2,1,0,0,4,39.60021826,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,6,14.78262,15.80557785
2015,63,6,NW,0,0,0,0.01,0,0,0,1,0.0025,1,4,0,2,1,0,0,4,39.60021826,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,6,15.66779,15.7022667
2015,64,6,NW,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,4,42.84641858,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,6,15.81262,16.27485387
2015,65,6,NW,0,0,0,0.01,0,0,0,1,0.0025,1,4,0,2,1,0,0,4,39.60021826,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,6,14.77645,15.7022667
2015,66,6,NW,0,0,0.01,0.01,0,0,1,1,0.005,1,1,1,0,2,0,0,2,14.24962328,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,6,17.38707,16.64376549
2015,67,6,NW,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,4,39.60021826,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,6,16.14031,15.7451893
2015,68,6,NW,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,4,42.84641858,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,6,16.36998,16.27485387
2015,69,6,NW,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,4,39.60021826,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,6,15.77147,16.27485387
2015,70,6,NW,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,2,14.24962328,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,6,16.69592,16.98460179
2015,71,7,SE,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,3,19.5209749,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,17.25781,16.94564543
2015,72,7,SE,0,0,0,0,0,0,0,0,0,0,2,2,0,5,0,0,4,34.90915359,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,18.13449,18.0980597
2015,73,7,SE,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,4,34.90915359,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,17.94528,17.94063965
2015,74,7,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,19.5209749,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,16.28172,17.77408655
2015,75,7,SE,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,7,55.66676813,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,18.10075,17.39046037
2015,76,7,SE,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,5,43.0218674,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,16.49672,17.41024557
2015,77,7,SE,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,4,34.90915359,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,17.44207,17.4593093
2015,78,7,SE,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,5,51.1345812,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,17.19868,17.4593093
2015,79,7,SE,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,4,41.49158789,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,18.17624,17.4593093
2015,80,7,SE,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,7,55.66676813,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,18.08645,17.53092349
2015,81,7,SE,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,7,55.66676813,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,18.50714,17.53092349
2015,82,7,SE,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,4,34.90915359,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,17.89478,17.41024557
2015,83,7,SE,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,4,34.90915359,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,17.75265,16.8249822
2015,84,7,SE,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,7,55.66676813,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,17.26007,17.28183516
2015,85,7,SE,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,5,43.0218674,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,16.66795,17.4593093
2015,86,7,SE,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,5,43.0218674,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,17.33243,16.8249822
2015,87,7,SE,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,5,43.0218674,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,17.01456,17.4593093
2015,88,7,SE,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,19.5209749,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,15.44006,16.27118734
2015,89,7,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,19.5209749,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,17.99097,17.77408655
2015,90,7,SE,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,5,43.0218674,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,18.05811,17.41024557
2015,91,7,SE,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,3,19.5209749,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,18.0569,17.91447511
2015,92,7,SE,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,5,43.0218674,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,17.77507,17.4593093
2015,93,7,SE,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,4,34.90915359,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,15.77906,17.4593093
2015,94,7,SE,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,4,34.90915359,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,18.52023,17.94063965
2015,95,7,SE,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,3,19.5209749,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,17.06706,16.94564543
2015,96,7,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,19.5209749,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,17.35975,17.77408655
2015,97,7,SE,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,5,51.1345812,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,7,17.09041,17.4593093
2015,98,7,SW,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,5,43.0218674,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,7,16.90301,16.81912625
2015,99,7,SW,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,19.5209749,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,7,16.66241,16.45165637
2015,100,8,SW,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,3,42.6533846,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,9,17.35483,17.45361126
2015,101,8,SW,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,5,61.92062066,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,9,17.06406,16.50603833
2015,102,8,SW,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,1,15.77288316,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,9,16.34135,16.85724088
2015,103,8,SW,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,1,15.77288316,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,9,15.94628,16.50603833
2015,104,8,SW,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,5,44.73539795,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,9,18.14036,16.77847851
2015,105,8,SW,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,3,73.58678547,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,9,16.92667,16.50603833
2015,106,8,SW,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,1,15.77288316,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,9,17.62553,17.35884997
2015,107,8,SW,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,1,15.77288316,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,9,17.47203,17.50608082
2015,108,8,SW,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,42.6533846,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,9,18.87224,17.33949319
2015,109,8,SW,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,1,15.77288316,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,9,16.37781,17.50608082
2015,110,9,NW,0,0,0.1,0.12,0,0,1,1,0.055,1,2,2,0,4,0,0,9,106.1657837,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,10,18.60128,17.68400192
2015,111,9,NE,0,0,0.01,0.39,0,0,1,1,0.1,1,4,0,2,4,0,0,7,56.97030127,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,10,15.09364,16.10593484
2015,112,9,NW,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,7,56.97030127,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,10,16.43864,16.75607482
2015,113,9,NW,0,0,0.01,0.11,0,0,1,1,0.03,1,3,3,0,2,0,0,6,51.06647536,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,10,16.52733,16.06479449
2015,114,9,NW,0,0,0,0.01,0,0,0,1,0.0025,1,3,3,0,3,0,0,6,51.06647536,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,10,14.91953,16.32724698
2015,115,9,NW,0,0,0.13,0.46,0,0,1,1,0.1475,1,4,0,2,2,0,0,7,56.97030127,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,10,15.70691,15.97231003
2015,116,9,NW,0,0,0.27,0.82,0,0,1,1,0.2725,1,4,0,2,1,0,0,7,56.97030127,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,10,16.11183,15.99253848
2015,117,9,NW,0,0.03,0.6,0.98,0,1,1,1,0.4025,1,4,0,2,3,0,0,7,56.97030127,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,10,17.15158,15.24272812
2015,118,9,NW,0,0,0.02,0.02,0,0,1,1,0.01,1,4,4,0,2,0,0,6,51.06647536,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,10,14.89443,15.65066308
2015,119,9,NW,0,0.01,0.37,0.47,0,1,1,1,0.2125,1,4,0,2,3,0,0,7,56.97030127,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,10,15.89597,15.24272812
2015,120,9,NW,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,7,49.76306114,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,10,15.45973,16.06479449
2015,121,9,NW,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,7,49.76306114,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,10,15.82142,16.03100884
2015,122,9,NW,0,0,0.12,0.19,0,0,1,1,0.0775,1,4,0,2,1,0,0,7,56.97030127,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,10,15.89855,15.99253848
2016,1,1,SW,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,3,50.6111563,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,16.47835,17.26392832
2016,2,1,SW,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,3,50.6111563,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,16.58731,16.176167
2016,3,1,SW,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,3,50.6111563,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,15.8421,16.28928454
2016,4,1,SW,0,0,0,0,0,0,0,0,0,0,2,2,0,5,0,0,3,50.6111563,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,17.13769,17.36434785
2016,5,1,SE,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,3,50.6111563,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,17.92047,17.57465978
2016,6,1,SW,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,3,50.6111563,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,16.24731,17.26392832
2016,7,1,SW,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,3,50.6111563,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,16.32993,16.28928454
2016,8,1,SE,0,0,0.08,0,0,0,1,0,0.02,1,1,1,1,5,0,0,3,50.6111563,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,17.04816,17.65881216
2016,9,1,NE,0,0.0125,0.015,0,0,1,1,0,0.006875,1,2,2,1,5,0.000625,1,3,50.6111563,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,18.48575,17.30244803
2016,10,1,SE,0,0,0.02,0,0,0,1,0,0.005,1,2,2,2,5,0,0,3,50.6111563,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,15.88952,17.73683569
2016,11,1,NE,0,0,0.005,0.005,0,0,1,1,0.0025,1,4,4,1,5,0,0,3,50.6111563,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,15.67077,16.19275406
2016,12,1,NE,0,0,0.09,0.115,0,0,1,1,0.05125,1,3,3,2,5,0,0,3,50.6111563,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,16.61258,16.39189251
2016,13,1,SE,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,3,50.6111563,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,16.65034,17.1390841
2016,14,1,SW,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,3,50.6111563,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,16.90744,17.26392832
2016,15,1,SE,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,3,50.6111563,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,17.28382,17.65881216
2016,16,1,SE,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,3,50.6111563,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,18.25939,17.65881216
2016,17,1,SE,0,0,0.005,0.005,0,0,1,1,0.0025,1,4,4,1,5,0,0,3,50.6111563,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,14.60804,16.74899664
2016,18,1,SE,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,3,50.6111563,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,16.07154,17.1390841
2016,19,1,SW,0,0,0,0.005,0,0,0,1,0.00125,1,3,3,2,5,0,0,3,50.6111563,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,16.36462,16.51949862
2016,20,2,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,55.29040205,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,16.71796,16.44477517
2016,21,2,NE,0,0,0.865,0.23,0,0,1,1,0.27375,1,4,4,2,5,0,0,9,96.52999498,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,15.78488,15.40879361
2016,22,2,NE,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,51.54839414,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,16.16329,15.9201951
2016,23,2,SE,0,0,0.005,0.015,0,0,1,1,0.005,1,4,0,2,1,0,0,5,49.75679444,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,15.49982,15.89922903
2016,24,2,SE,0,0,0.01,0,0,0,1,0,0.0025,1,4,0,2,2,0,0,5,49.75679444,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,15.86777,15.84514533
2016,26,2,NE,0,0,0.01,0.005,0,0,1,1,0.00375,1,3,3,2,2,0,0,6,69.49396843,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,17.00742,15.79297822
2016,27,2,NE,0.02,0,0.335,0.235,1,0,1,1,0.1475,1,5,0,2,3,0.003125,1,12,192.1241753,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,19.8053,15.94429634
2016,28,2,NE,0.004842615,0,0.22,0.54,1,0,1,1,0.191210654,1,4,0,2,3,0.001210654,1,5,49.75679444,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,11.69624,15.13749043
2016,29,2,NE,0,0,0.03,0,0,0,1,0,0.0075,1,4,4,2,5,0,0,9,96.52999498,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,16.87838,15.78487155
2016,30,2,NE,0,0,0.035,0.015,0,0,1,1,0.0125,1,3,3,2,5,0,0,6,69.49396843,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,16.7453,16.11276566
2016,31,2,NE,0,0,0,0.005,0,0,0,1,0.00125,1,4,4,2,4,0,0,9,96.52999498,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,15.91192,15.74146278
2016,32,3,SW,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,8,64.73098743,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,16.13824,16.04324102
2016,33,3,SW,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,7,60.3109675,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,16.53985,16.04324102
2016,34,3,SW,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,8,64.73098743,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,16.05877,16.67308519
2016,35,3,SW,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,7,60.3109675,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,16.28476,16.04324102
2016,36,3,SW,0,0,0.01,0.035,0,0,1,1,0.01125,1,4,4,2,5,0,0,7,41.11928399,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,14.72951,15.67337436
2016,37,3,SW,0,0,0.045,0.015,0,0,1,1,0.015,1,4,4,2,5,0,0,7,41.11928399,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,15.86503,15.67337436
2016,38,3,SW,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,15,144.7616568,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,16.91871,16.04324102
2016,39,3,SW,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,7,60.3109675,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,15.48695,16.04324102
2016,40,4,NW,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,4,19.53880298,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,4,15.45686,15.7589182
2016,41,4,NW,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,29.3792667,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,4,14.83508,15.2743909
2016,42,4,NW,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,29.3792667,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,4,15.09776,15.2743909
